"DATE","tenor","rate"
1997-10-01,"GS5",5.93
1997-11-01,"GS5",5.8
1997-12-01,"GS5",5.77
1998-01-01,"GS5",5.42
1998-02-01,"GS5",5.49
1998-03-01,"GS5",5.61
1998-04-01,"GS5",5.61
1998-05-01,"GS5",5.63
1998-06-01,"GS5",5.52
1998-07-01,"GS5",5.46
1998-08-01,"GS5",5.27
1998-09-01,"GS5",4.62
1998-10-01,"GS5",4.18
1998-11-01,"GS5",4.54
1998-12-01,"GS5",4.45
1999-01-01,"GS5",4.6
1999-02-01,"GS5",4.91
1999-03-01,"GS5",5.14
1999-04-01,"GS5",5.08
1999-05-01,"GS5",5.44
1999-06-01,"GS5",5.81
1999-07-01,"GS5",5.68
1999-08-01,"GS5",5.84
1999-09-01,"GS5",5.8
1999-10-01,"GS5",6.03
1999-11-01,"GS5",5.97
1999-12-01,"GS5",6.19
2000-01-01,"GS5",6.58
2000-02-01,"GS5",6.68
2000-03-01,"GS5",6.5
2000-04-01,"GS5",6.26
2000-05-01,"GS5",6.69
2000-06-01,"GS5",6.3
2000-07-01,"GS5",6.18
2000-08-01,"GS5",6.06
2000-09-01,"GS5",5.93
2000-10-01,"GS5",5.78
2000-11-01,"GS5",5.7
2000-12-01,"GS5",5.17
2001-01-01,"GS5",4.86
2001-02-01,"GS5",4.89
2001-03-01,"GS5",4.64
2001-04-01,"GS5",4.76
2001-05-01,"GS5",4.93
2001-06-01,"GS5",4.81
2001-07-01,"GS5",4.76
2001-08-01,"GS5",4.57
2001-09-01,"GS5",4.12
2001-10-01,"GS5",3.91
2001-11-01,"GS5",3.97
2001-12-01,"GS5",4.39
2002-01-01,"GS5",4.34
2002-02-01,"GS5",4.3
2002-03-01,"GS5",4.74
2002-04-01,"GS5",4.65
2002-05-01,"GS5",4.49
2002-06-01,"GS5",4.19
2002-07-01,"GS5",3.81
2002-08-01,"GS5",3.29
2002-09-01,"GS5",2.94
2002-10-01,"GS5",2.95
2002-11-01,"GS5",3.05
2002-12-01,"GS5",3.03
2003-01-01,"GS5",3.05
2003-02-01,"GS5",2.9
2003-03-01,"GS5",2.78
2003-04-01,"GS5",2.93
2003-05-01,"GS5",2.52
2003-06-01,"GS5",2.27
2003-07-01,"GS5",2.87
2003-08-01,"GS5",3.37
2003-09-01,"GS5",3.18
2003-10-01,"GS5",3.19
2003-11-01,"GS5",3.29
2003-12-01,"GS5",3.27
2004-01-01,"GS5",3.12
2004-02-01,"GS5",3.07
2004-03-01,"GS5",2.79
2004-04-01,"GS5",3.39
2004-05-01,"GS5",3.85
2004-06-01,"GS5",3.93
2004-07-01,"GS5",3.69
2004-08-01,"GS5",3.47
2004-09-01,"GS5",3.36
2004-10-01,"GS5",3.35
2004-11-01,"GS5",3.53
2004-12-01,"GS5",3.6
2005-01-01,"GS5",3.71
2005-02-01,"GS5",3.77
2005-03-01,"GS5",4.17
2005-04-01,"GS5",4
2005-05-01,"GS5",3.85
2005-06-01,"GS5",3.77
2005-07-01,"GS5",3.98
2005-08-01,"GS5",4.12
2005-09-01,"GS5",4.01
2005-10-01,"GS5",4.33
2005-11-01,"GS5",4.45
2005-12-01,"GS5",4.39
2006-01-01,"GS5",4.35
2006-02-01,"GS5",4.57
2006-03-01,"GS5",4.72
2006-04-01,"GS5",4.9
2006-05-01,"GS5",5
2006-06-01,"GS5",5.07
2006-07-01,"GS5",5.04
2006-08-01,"GS5",4.82
2006-09-01,"GS5",4.67
2006-10-01,"GS5",4.69
2006-11-01,"GS5",4.58
2006-12-01,"GS5",4.53
2007-01-01,"GS5",4.75
2007-02-01,"GS5",4.71
2007-03-01,"GS5",4.48
2007-04-01,"GS5",4.59
2007-05-01,"GS5",4.67
2007-06-01,"GS5",5.03
2007-07-01,"GS5",4.88
2007-08-01,"GS5",4.43
2007-09-01,"GS5",4.2
2007-10-01,"GS5",4.2
2007-11-01,"GS5",3.67
2007-12-01,"GS5",3.49
2008-01-01,"GS5",2.98
2008-02-01,"GS5",2.78
2008-03-01,"GS5",2.48
2008-04-01,"GS5",2.84
2008-05-01,"GS5",3.15
2008-06-01,"GS5",3.49
2008-07-01,"GS5",3.3
2008-08-01,"GS5",3.14
2008-09-01,"GS5",2.88
2008-10-01,"GS5",2.73
2008-11-01,"GS5",2.29
2008-12-01,"GS5",1.52
2009-01-01,"GS5",1.6
2009-02-01,"GS5",1.87
2009-03-01,"GS5",1.82
2009-04-01,"GS5",1.86
2009-05-01,"GS5",2.13
2009-06-01,"GS5",2.71
2009-07-01,"GS5",2.46
2009-08-01,"GS5",2.57
2009-09-01,"GS5",2.37
2009-10-01,"GS5",2.33
2009-11-01,"GS5",2.23
2009-12-01,"GS5",2.34
2010-01-01,"GS5",2.48
2010-02-01,"GS5",2.36
2010-03-01,"GS5",2.43
2010-04-01,"GS5",2.58
2010-05-01,"GS5",2.18
2010-06-01,"GS5",2
2010-07-01,"GS5",1.76
2010-08-01,"GS5",1.47
2010-09-01,"GS5",1.41
2010-10-01,"GS5",1.18
2010-11-01,"GS5",1.35
2010-12-01,"GS5",1.93
2011-01-01,"GS5",1.99
2011-02-01,"GS5",2.26
2011-03-01,"GS5",2.11
2011-04-01,"GS5",2.17
2011-05-01,"GS5",1.84
2011-06-01,"GS5",1.58
2011-07-01,"GS5",1.54
2011-08-01,"GS5",1.02
2011-09-01,"GS5",0.9
2011-10-01,"GS5",1.06
2011-11-01,"GS5",0.91
2011-12-01,"GS5",0.89
2012-01-01,"GS5",0.84
2012-02-01,"GS5",0.83
2012-03-01,"GS5",1.02
2012-04-01,"GS5",0.89
2012-05-01,"GS5",0.76
2012-06-01,"GS5",0.71
2012-07-01,"GS5",0.62
2012-08-01,"GS5",0.71
2012-09-01,"GS5",0.67
2012-10-01,"GS5",0.71
2012-11-01,"GS5",0.67
2012-12-01,"GS5",0.7
2013-01-01,"GS5",0.81
2013-02-01,"GS5",0.85
2013-03-01,"GS5",0.82
2013-04-01,"GS5",0.71
2013-05-01,"GS5",0.84
2013-06-01,"GS5",1.2
2013-07-01,"GS5",1.4
2013-08-01,"GS5",1.52
2013-09-01,"GS5",1.6
2013-10-01,"GS5",1.37
2013-11-01,"GS5",1.37
2013-12-01,"GS5",1.58
2014-01-01,"GS5",1.65
2014-02-01,"GS5",1.52
2014-03-01,"GS5",1.64
2014-04-01,"GS5",1.7
2014-05-01,"GS5",1.59
2014-06-01,"GS5",1.68
2014-07-01,"GS5",1.7
2014-08-01,"GS5",1.63
2014-09-01,"GS5",1.77
2014-10-01,"GS5",1.55
2014-11-01,"GS5",1.62
2014-12-01,"GS5",1.64
2015-01-01,"GS5",1.37
2015-02-01,"GS5",1.47
2015-03-01,"GS5",1.52
2015-04-01,"GS5",1.35
2015-05-01,"GS5",1.54
2015-06-01,"GS5",1.68
2015-07-01,"GS5",1.63
2015-08-01,"GS5",1.54
2015-09-01,"GS5",1.49
2015-10-01,"GS5",1.39
2015-11-01,"GS5",1.67
2015-12-01,"GS5",1.7
2016-01-01,"GS5",1.52
2016-02-01,"GS5",1.22
2016-03-01,"GS5",1.38
2016-04-01,"GS5",1.26
2016-05-01,"GS5",1.3
2016-06-01,"GS5",1.17
2016-07-01,"GS5",1.07
2016-08-01,"GS5",1.13
2016-09-01,"GS5",1.18
2016-10-01,"GS5",1.27
2016-11-01,"GS5",1.6
1977-02-01,"GS10",7.39
1977-03-01,"GS10",7.46
1977-04-01,"GS10",7.37
1977-05-01,"GS10",7.46
1977-06-01,"GS10",7.28
1977-07-01,"GS10",7.33
1977-08-01,"GS10",7.4
1977-09-01,"GS10",7.34
1977-10-01,"GS10",7.52
1977-11-01,"GS10",7.58
1977-12-01,"GS10",7.69
1978-01-01,"GS10",7.96
1978-02-01,"GS10",8.03
1978-03-01,"GS10",8.04
1978-04-01,"GS10",8.15
1978-05-01,"GS10",8.35
1978-06-01,"GS10",8.46
1978-07-01,"GS10",8.64
1978-08-01,"GS10",8.41
1978-09-01,"GS10",8.42
1978-10-01,"GS10",8.64
1978-11-01,"GS10",8.81
1978-12-01,"GS10",9.01
1979-01-01,"GS10",9.1
1979-02-01,"GS10",9.1
1979-03-01,"GS10",9.12
1979-04-01,"GS10",9.18
1979-05-01,"GS10",9.25
1979-06-01,"GS10",8.91
1979-07-01,"GS10",8.95
1979-08-01,"GS10",9.03
1979-09-01,"GS10",9.33
1979-10-01,"GS10",10.3
1979-11-01,"GS10",10.65
1979-12-01,"GS10",10.39
1980-01-01,"GS10",10.8
1980-02-01,"GS10",12.41
1980-03-01,"GS10",12.75
1980-04-01,"GS10",11.47
1980-05-01,"GS10",10.18
1980-06-01,"GS10",9.78
1980-07-01,"GS10",10.25
1980-08-01,"GS10",11.1
1980-09-01,"GS10",11.51
1980-10-01,"GS10",11.75
1980-11-01,"GS10",12.68
1980-12-01,"GS10",12.84
1981-01-01,"GS10",12.57
1981-02-01,"GS10",13.19
1981-03-01,"GS10",13.12
1981-04-01,"GS10",13.68
1981-05-01,"GS10",14.1
1981-06-01,"GS10",13.47
1981-07-01,"GS10",14.28
1981-08-01,"GS10",14.94
1981-09-01,"GS10",15.32
1981-10-01,"GS10",15.15
1981-11-01,"GS10",13.39
1981-12-01,"GS10",13.72
1982-01-01,"GS10",14.59
1982-02-01,"GS10",14.43
1982-03-01,"GS10",13.86
1982-04-01,"GS10",13.87
1982-05-01,"GS10",13.62
1982-06-01,"GS10",14.3
1982-07-01,"GS10",13.95
1982-08-01,"GS10",13.06
1982-09-01,"GS10",12.34
1982-10-01,"GS10",10.91
1982-11-01,"GS10",10.55
1982-12-01,"GS10",10.54
1983-01-01,"GS10",10.46
1983-02-01,"GS10",10.72
1983-03-01,"GS10",10.51
1983-04-01,"GS10",10.4
1983-05-01,"GS10",10.38
1983-06-01,"GS10",10.85
1983-07-01,"GS10",11.38
1983-08-01,"GS10",11.85
1983-09-01,"GS10",11.65
1983-10-01,"GS10",11.54
1983-11-01,"GS10",11.69
1983-12-01,"GS10",11.83
1984-01-01,"GS10",11.67
1984-02-01,"GS10",11.84
1984-03-01,"GS10",12.32
1984-04-01,"GS10",12.63
1984-05-01,"GS10",13.41
1984-06-01,"GS10",13.56
1984-07-01,"GS10",13.36
1984-08-01,"GS10",12.72
1984-09-01,"GS10",12.52
1984-10-01,"GS10",12.16
1984-11-01,"GS10",11.57
1984-12-01,"GS10",11.5
1985-01-01,"GS10",11.38
1985-02-01,"GS10",11.51
1985-03-01,"GS10",11.86
1985-04-01,"GS10",11.43
1985-05-01,"GS10",10.85
1985-06-01,"GS10",10.16
1985-07-01,"GS10",10.31
1985-08-01,"GS10",10.33
1985-09-01,"GS10",10.37
1985-10-01,"GS10",10.24
1985-11-01,"GS10",9.78
1985-12-01,"GS10",9.26
1986-01-01,"GS10",9.19
1986-02-01,"GS10",8.7
1986-03-01,"GS10",7.78
1986-04-01,"GS10",7.3
1986-05-01,"GS10",7.71
1986-06-01,"GS10",7.8
1986-07-01,"GS10",7.3
1986-08-01,"GS10",7.17
1986-09-01,"GS10",7.45
1986-10-01,"GS10",7.43
1986-11-01,"GS10",7.25
1986-12-01,"GS10",7.11
1987-01-01,"GS10",7.08
1987-02-01,"GS10",7.25
1987-03-01,"GS10",7.25
1987-04-01,"GS10",8.02
1987-05-01,"GS10",8.61
1987-06-01,"GS10",8.4
1987-07-01,"GS10",8.45
1987-08-01,"GS10",8.76
1987-09-01,"GS10",9.42
1987-10-01,"GS10",9.52
1987-11-01,"GS10",8.86
1987-12-01,"GS10",8.99
1988-01-01,"GS10",8.67
1988-02-01,"GS10",8.21
1988-03-01,"GS10",8.37
1988-04-01,"GS10",8.72
1988-05-01,"GS10",9.09
1988-06-01,"GS10",8.92
1988-07-01,"GS10",9.06
1988-08-01,"GS10",9.26
1988-09-01,"GS10",8.98
1988-10-01,"GS10",8.8
1988-11-01,"GS10",8.96
1988-12-01,"GS10",9.11
1989-01-01,"GS10",9.09
1989-02-01,"GS10",9.17
1989-03-01,"GS10",9.36
1989-04-01,"GS10",9.18
1989-05-01,"GS10",8.86
1989-06-01,"GS10",8.28
1989-07-01,"GS10",8.02
1989-08-01,"GS10",8.11
1989-09-01,"GS10",8.19
1989-10-01,"GS10",8.01
1989-11-01,"GS10",7.87
1989-12-01,"GS10",7.84
1990-01-01,"GS10",8.21
1990-02-01,"GS10",8.47
1990-03-01,"GS10",8.59
1990-04-01,"GS10",8.79
1990-05-01,"GS10",8.76
1990-06-01,"GS10",8.48
1990-07-01,"GS10",8.47
1990-08-01,"GS10",8.75
1990-09-01,"GS10",8.89
1990-10-01,"GS10",8.72
1990-11-01,"GS10",8.39
1990-12-01,"GS10",8.08
1991-01-01,"GS10",8.09
1991-02-01,"GS10",7.85
1991-03-01,"GS10",8.11
1991-04-01,"GS10",8.04
1991-05-01,"GS10",8.07
1991-06-01,"GS10",8.28
1991-07-01,"GS10",8.27
1991-08-01,"GS10",7.9
1991-09-01,"GS10",7.65
1991-10-01,"GS10",7.53
1991-11-01,"GS10",7.42
1991-12-01,"GS10",7.09
1992-01-01,"GS10",7.03
1992-02-01,"GS10",7.34
1992-03-01,"GS10",7.54
1992-04-01,"GS10",7.48
1992-05-01,"GS10",7.39
1992-06-01,"GS10",7.26
1992-07-01,"GS10",6.84
1992-08-01,"GS10",6.59
1992-09-01,"GS10",6.42
1992-10-01,"GS10",6.59
1992-11-01,"GS10",6.87
1992-12-01,"GS10",6.77
1993-01-01,"GS10",6.6
1993-02-01,"GS10",6.26
1993-03-01,"GS10",5.98
1993-04-01,"GS10",5.97
1993-05-01,"GS10",6.04
1993-06-01,"GS10",5.96
1993-07-01,"GS10",5.81
1993-08-01,"GS10",5.68
1993-09-01,"GS10",5.36
1993-10-01,"GS10",5.33
1993-11-01,"GS10",5.72
1993-12-01,"GS10",5.77
1994-01-01,"GS10",5.75
1994-02-01,"GS10",5.97
1994-03-01,"GS10",6.48
1994-04-01,"GS10",6.97
1994-05-01,"GS10",7.18
1994-06-01,"GS10",7.1
1994-07-01,"GS10",7.3
1994-08-01,"GS10",7.24
1994-09-01,"GS10",7.46
1994-10-01,"GS10",7.74
1994-11-01,"GS10",7.96
1994-12-01,"GS10",7.81
1995-01-01,"GS10",7.78
1995-02-01,"GS10",7.47
1995-03-01,"GS10",7.2
1995-04-01,"GS10",7.06
1995-05-01,"GS10",6.63
1995-06-01,"GS10",6.17
1995-07-01,"GS10",6.28
1995-08-01,"GS10",6.49
1995-09-01,"GS10",6.2
1995-10-01,"GS10",6.04
1995-11-01,"GS10",5.93
1995-12-01,"GS10",5.71
1996-01-01,"GS10",5.65
1996-02-01,"GS10",5.81
1996-03-01,"GS10",6.27
1996-04-01,"GS10",6.51
1996-05-01,"GS10",6.74
1996-06-01,"GS10",6.91
1996-07-01,"GS10",6.87
1996-08-01,"GS10",6.64
1996-09-01,"GS10",6.83
1996-10-01,"GS10",6.53
1996-11-01,"GS10",6.2
1996-12-01,"GS10",6.3
1997-01-01,"GS10",6.58
1997-02-01,"GS10",6.42
1997-03-01,"GS10",6.69
1997-04-01,"GS10",6.89
1997-05-01,"GS10",6.71
1997-06-01,"GS10",6.49
1997-07-01,"GS10",6.22
1997-08-01,"GS10",6.3
1997-09-01,"GS10",6.21
1997-10-01,"GS10",6.03
1997-11-01,"GS10",5.88
1997-12-01,"GS10",5.81
1998-01-01,"GS10",5.54
1998-02-01,"GS10",5.57
1998-03-01,"GS10",5.65
1998-04-01,"GS10",5.64
1998-05-01,"GS10",5.65
1998-06-01,"GS10",5.5
1998-07-01,"GS10",5.46
1998-08-01,"GS10",5.34
1998-09-01,"GS10",4.81
1998-10-01,"GS10",4.53
1998-11-01,"GS10",4.83
1998-12-01,"GS10",4.65
1999-01-01,"GS10",4.72
1999-02-01,"GS10",5
1999-03-01,"GS10",5.23
1999-04-01,"GS10",5.18
1999-05-01,"GS10",5.54
1999-06-01,"GS10",5.9
1999-07-01,"GS10",5.79
1999-08-01,"GS10",5.94
1999-09-01,"GS10",5.92
1999-10-01,"GS10",6.11
1999-11-01,"GS10",6.03
1999-12-01,"GS10",6.28
2000-01-01,"GS10",6.66
2000-02-01,"GS10",6.52
2000-03-01,"GS10",6.26
2000-04-01,"GS10",5.99
2000-05-01,"GS10",6.44
2000-06-01,"GS10",6.1
2000-07-01,"GS10",6.05
2000-08-01,"GS10",5.83
2000-09-01,"GS10",5.8
2000-10-01,"GS10",5.74
2000-11-01,"GS10",5.72
2000-12-01,"GS10",5.24
2001-01-01,"GS10",5.16
2001-02-01,"GS10",5.1
2001-03-01,"GS10",4.89
2001-04-01,"GS10",5.14
2001-05-01,"GS10",5.39
2001-06-01,"GS10",5.28
2001-07-01,"GS10",5.24
2001-08-01,"GS10",4.97
2001-09-01,"GS10",4.73
2001-10-01,"GS10",4.57
2001-11-01,"GS10",4.65
2001-12-01,"GS10",5.09
2002-01-01,"GS10",5.04
2002-02-01,"GS10",4.91
2002-03-01,"GS10",5.28
2002-04-01,"GS10",5.21
2002-05-01,"GS10",5.16
2002-06-01,"GS10",4.93
2002-07-01,"GS10",4.65
2002-08-01,"GS10",4.26
2002-09-01,"GS10",3.87
2002-10-01,"GS10",3.94
2002-11-01,"GS10",4.05
2002-12-01,"GS10",4.03
2003-01-01,"GS10",4.05
2003-02-01,"GS10",3.9
2003-03-01,"GS10",3.81
2003-04-01,"GS10",3.96
2003-05-01,"GS10",3.57
2003-06-01,"GS10",3.33
2003-07-01,"GS10",3.98
2003-08-01,"GS10",4.45
2003-09-01,"GS10",4.27
2003-10-01,"GS10",4.29
2003-11-01,"GS10",4.3
2003-12-01,"GS10",4.27
2004-01-01,"GS10",4.15
2004-02-01,"GS10",4.08
2004-03-01,"GS10",3.83
2004-04-01,"GS10",4.35
2004-05-01,"GS10",4.72
2004-06-01,"GS10",4.73
2004-07-01,"GS10",4.5
2004-08-01,"GS10",4.28
2004-09-01,"GS10",4.13
2004-10-01,"GS10",4.1
2004-11-01,"GS10",4.19
2004-12-01,"GS10",4.23
2005-01-01,"GS10",4.22
2005-02-01,"GS10",4.17
2005-03-01,"GS10",4.5
2005-04-01,"GS10",4.34
2005-05-01,"GS10",4.14
2005-06-01,"GS10",4
2005-07-01,"GS10",4.18
2005-08-01,"GS10",4.26
2005-09-01,"GS10",4.2
2005-10-01,"GS10",4.46
2005-11-01,"GS10",4.54
2005-12-01,"GS10",4.47
2006-01-01,"GS10",4.42
2006-02-01,"GS10",4.57
2006-03-01,"GS10",4.72
2006-04-01,"GS10",4.99
2006-05-01,"GS10",5.11
2006-06-01,"GS10",5.11
2006-07-01,"GS10",5.09
2006-08-01,"GS10",4.88
2006-09-01,"GS10",4.72
2006-10-01,"GS10",4.73
2006-11-01,"GS10",4.6
2006-12-01,"GS10",4.56
2007-01-01,"GS10",4.76
2007-02-01,"GS10",4.72
2007-03-01,"GS10",4.56
2007-04-01,"GS10",4.69
2007-05-01,"GS10",4.75
2007-06-01,"GS10",5.1
2007-07-01,"GS10",5
2007-08-01,"GS10",4.67
2007-09-01,"GS10",4.52
2007-10-01,"GS10",4.53
2007-11-01,"GS10",4.15
2007-12-01,"GS10",4.1
2008-01-01,"GS10",3.74
2008-02-01,"GS10",3.74
2008-03-01,"GS10",3.51
2008-04-01,"GS10",3.68
2008-05-01,"GS10",3.88
2008-06-01,"GS10",4.1
2008-07-01,"GS10",4.01
2008-08-01,"GS10",3.89
2008-09-01,"GS10",3.69
2008-10-01,"GS10",3.81
2008-11-01,"GS10",3.53
2008-12-01,"GS10",2.42
2009-01-01,"GS10",2.52
2009-02-01,"GS10",2.87
2009-03-01,"GS10",2.82
2009-04-01,"GS10",2.93
2009-05-01,"GS10",3.29
2009-06-01,"GS10",3.72
2009-07-01,"GS10",3.56
2009-08-01,"GS10",3.59
2009-09-01,"GS10",3.4
2009-10-01,"GS10",3.39
2009-11-01,"GS10",3.4
2009-12-01,"GS10",3.59
2010-01-01,"GS10",3.73
2010-02-01,"GS10",3.69
2010-03-01,"GS10",3.73
2010-04-01,"GS10",3.85
2010-05-01,"GS10",3.42
2010-06-01,"GS10",3.2
2010-07-01,"GS10",3.01
2010-08-01,"GS10",2.7
2010-09-01,"GS10",2.65
2010-10-01,"GS10",2.54
2010-11-01,"GS10",2.76
2010-12-01,"GS10",3.29
2011-01-01,"GS10",3.39
2011-02-01,"GS10",3.58
2011-03-01,"GS10",3.41
2011-04-01,"GS10",3.46
2011-05-01,"GS10",3.17
2011-06-01,"GS10",3
2011-07-01,"GS10",3
2011-08-01,"GS10",2.3
2011-09-01,"GS10",1.98
2011-10-01,"GS10",2.15
2011-11-01,"GS10",2.01
2011-12-01,"GS10",1.98
2012-01-01,"GS10",1.97
2012-02-01,"GS10",1.97
2012-03-01,"GS10",2.17
2012-04-01,"GS10",2.05
2012-05-01,"GS10",1.8
2012-06-01,"GS10",1.62
2012-07-01,"GS10",1.53
2012-08-01,"GS10",1.68
2012-09-01,"GS10",1.72
2012-10-01,"GS10",1.75
2012-11-01,"GS10",1.65
2012-12-01,"GS10",1.72
2013-01-01,"GS10",1.91
2013-02-01,"GS10",1.98
2013-03-01,"GS10",1.96
2013-04-01,"GS10",1.76
2013-05-01,"GS10",1.93
2013-06-01,"GS10",2.3
2013-07-01,"GS10",2.58
2013-08-01,"GS10",2.74
2013-09-01,"GS10",2.81
2013-10-01,"GS10",2.62
2013-11-01,"GS10",2.72
2013-12-01,"GS10",2.9
2014-01-01,"GS10",2.86
2014-02-01,"GS10",2.71
2014-03-01,"GS10",2.72
2014-04-01,"GS10",2.71
2014-05-01,"GS10",2.56
2014-06-01,"GS10",2.6
2014-07-01,"GS10",2.54
2014-08-01,"GS10",2.42
2014-09-01,"GS10",2.53
2014-10-01,"GS10",2.3
2014-11-01,"GS10",2.33
2014-12-01,"GS10",2.21
2015-01-01,"GS10",1.88
2015-02-01,"GS10",1.98
2015-03-01,"GS10",2.04
2015-04-01,"GS10",1.94
2015-05-01,"GS10",2.2
2015-06-01,"GS10",2.36
2015-07-01,"GS10",2.32
2015-08-01,"GS10",2.17
2015-09-01,"GS10",2.17
2015-10-01,"GS10",2.07
2015-11-01,"GS10",2.26
2015-12-01,"GS10",2.24
2016-01-01,"GS10",2.09
2016-02-01,"GS10",1.78
2016-03-01,"GS10",1.89
2016-04-01,"GS10",1.81
2016-05-01,"GS10",1.81
2016-06-01,"GS10",1.64
2016-07-01,"GS10",1.5
2016-08-01,"GS10",1.56
2016-09-01,"GS10",1.63
2016-10-01,"GS10",1.76
2016-11-01,"GS10",2.14
